Timestamp,Pressure 1,Pressure 2,Pressure 3,Motor RPM,Generator RPM,DC Current,DC Voltage,Valve 1,Valve 2
2024-08-20T14:56:02.877Z,20,0,0,0,0,0,0,false,false
